age,years_licensed,vehicle_age,vehicle_type,annual_mileage,prior_claims,avg_speed_mph,hard_braking_per_trip,sharp_cornering_per_trip,night_driving_pct,highway_pct,trips_per_week,phone_use_per_trip,speeding_pct,annual_premium
45,27,4,SUV,15731,0,39.2,0.16,0.46,22.3,58.9,33.7,0.75,2.5,1277.3
21,3,19,Sports,9217,1,35.2,2.98,1.28,2.7,75.0,16.0,0.15,11.7,1754.28
39,24,3,Truck,8236,0,52.7,3.84,0.71,36.5,65.9,20.3,0.39,46.9,2038.27
29,13,1,Truck,14128,1,27.3,0.99,1.8,26.1,83.9,29.3,0.33,11.5,1829.39
62,45,12,Sedan,16863,0,54.4,0.83,0.58,43.7,23.9,25.4,0.01,26.0,1558.81
20,2,15,SUV,13952,0,51.4,1.16,0.3,4.2,71.3,23.5,1.39,39.2,1860.33
39,23,1,Sports,12083,1,69.7,0.38,0.41,13.4,86.2,20.8,0.31,14.3,2309.05
61,42,18,SUV,13241,0,66.6,0.53,0.24,59.1,70.9,25.7,1.43,18.6,1623.41
19,4,16,Truck,12546,0,35.4,0.16,0.26,26.6,38.7,36.4,0.55,6.5,1495.35
41,22,4,SUV,7496,0,59.8,0.89,0.29,38.2,61.2,8.9,0.62,7.4,1556.21
51,33,17,Sports,7030,0,41.1,1.42,0.02,17.2,43.8,23.8,0.28,30.7,1294.29
44,26,17,Sedan,11685,1,48.7,3.99,1.51,27.5,36.4,24.1,0.98,27.5,1797.48
72,53,7,SUV,12319,0,65.6,2.02,0.61,35.6,20.5,16.3,0.1,1.4,1460.78
58,40,14,Sedan,12045,1,35.9,1.93,0.03,9.6,74.0,23.8,1.6,60.0,1532.5
18,2,12,Truck,14704,0,45.7,0.55,0.55,20.7,59.4,11.9,0.48,14.6,1680.54
25,7,12,Truck,11138,0,21.6,3.29,2.83,13.1,30.0,20.3,0.2,5.1,1452.35
40,25,15,Sedan,14252,1,55.7,4.4,0.86,11.1,70.8,22.9,0.67,16.3,1636.58
55,39,19,Truck,11422,0,70.2,4.04,5.19,18.0,77.2,25.0,0.68,20.6,1851.44
23,6,12,SUV,19293,0,51.9,0.06,0.93,8.6,51.0,40.0,0.74,20.1,1921.57
39,21,19,Sedan,12323,0,61.4,1.39,3.95,25.5,80.0,18.5,0.17,40.3,1557.84
42,24,1,SUV,21363,0,58.7,1.55,0.27,13.4,32.9,14.4,0.01,7.1,1722.57
35,20,2,Sedan,13408,0,36.5,0.52,0.41,81.7,93.2,32.9,1.1,28.6,1662.88
34,19,14,SUV,11145,0,48.9,7.32,1.44,56.2,46.7,2.0,0.8,3.3,1735.2
29,10,18,SUV,8402,0,50.9,0.52,5.2,66.7,75.6,20.0,0.26,9.5,1870.49
23,4,12,Truck,6228,0,31.0,0.37,2.09,14.8,5.5,22.4,0.09,28.6,1707.44
43,24,4,Truck,8034,0,62.3,0.99,0.97,35.8,23.5,17.5,0.32,56.7,1989.36
44,29,5,SUV,8482,2,38.9,0.59,0.11,28.6,60.0,24.2,0.18,5.1,1467.26
25,6,13,Sedan,13579,0,42.4,3.87,0.54,52.7,65.3,19.8,0.11,16.5,1631.13
36,17,3,Hatchback,9895,0,41.8,0.87,0.11,8.6,60.9,11.1,0.33,1.9,960.59
59,42,18,Truck,12748,0,45.4,0.79,0.45,53.9,61.1,29.9,0.89,2.7,1309.52
18,0,6,Sedan,17128,0,80.2,1.47,0.36,38.8,46.5,30.3,0.44,3.3,2071.52
74,55,3,Sports,11649,0,37.7,0.13,0.59,24.9,58.7,17.1,0.33,36.6,1667.36
46,31,1,Sedan,20317,1,26.4,2.12,2.18,27.6,79.1,20.7,2.56,20.1,1721.53
62,46,6,SUV,7297,0,47.0,2.19,0.2,12.7,73.6,39.8,0.71,9.1,1219.74
66,49,2,SUV,11398,0,34.6,0.96,0.44,43.0,71.2,28.6,0.07,6.3,897.01
52,37,14,SUV,9843,0,40.1,4.68,0.36,38.3,37.2,25.0,0.27,26.2,1542.28
57,42,0,Sports,15746,0,52.4,1.3,0.42,20.7,22.9,37.9,0.31,21.6,1951.4
31,13,1,SUV,3041,1,31.9,1.78,0.54,41.5,41.1,12.0,0.47,29.9,1607.84
52,33,9,Sedan,6228,0,40.6,3.87,0.34,24.2,36.5,8.7,0.57,18.6,926.13
65,47,15,Hatchback,11571,1,48.5,1.65,3.43,27.5,59.2,26.3,0.2,10.6,1208.7
62,43,14,Hatchback,18206,0,35.7,0.85,0.65,32.2,50.0,31.7,0.23,28.2,1165.09
37,18,14,Truck,12903,0,44.5,0.04,0.15,27.9,46.5,11.3,0.05,3.5,1191.73
73,55,13,SUV,6594,1,48.5,1.95,0.76,31.7,55.7,14.6,0.05,22.0,1349.81
66,47,13,Sedan,7211,0,43.6,5.02,0.24,34.8,78.8,31.3,0.71,31.8,1255.51
30,13,5,Truck,18692,0,46.9,0.95,0.29,63.1,25.9,15.8,1.3,10.5,2065.53
55,38,13,Sedan,9515,1,49.3,0.62,0.4,33.1,33.1,23.0,0.11,37.6,1456.48
66,49,16,Sedan,8228,0,36.9,1.1,0.16,43.1,43.6,26.7,1.28,12.9,1065.81
63,48,17,SUV,17909,3,27.4,1.96,1.53,2.3,28.0,32.6,0.21,17.2,2009.68
66,48,19,Sedan,16044,1,32.6,0.0,1.88,17.7,65.7,22.5,1.06,14.0,999.29
25,9,18,Sedan,17096,0,30.6,3.27,0.6,24.2,73.5,28.9,0.01,27.8,1462.74
60,41,16,SUV,8200,0,59.8,3.26,1.4,42.4,40.7,15.1,0.05,6.6,1214.57
37,21,15,Sedan,5900,0,24.2,1.17,0.59,19.9,29.5,29.7,0.29,23.0,1099.64
50,32,7,Sedan,12533,0,52.5,0.2,0.22,15.5,55.4,17.7,0.94,11.0,1304.81
43,25,6,Sedan,13341,0,36.8,1.67,0.61,40.2,41.6,14.0,0.3,29.6,1617.77
56,41,19,Sedan,13458,1,57.4,0.22,0.98,25.9,31.3,41.5,0.91,20.4,1363.87
38,21,11,Truck,17913,0,39.9,1.06,0.05,28.7,48.0,39.6,0.21,30.2,1815.61
70,53,8,Sports,5065,0,45.4,0.15,1.28,13.5,30.2,26.2,0.07,25.4,1395.44
66,48,13,SUV,15439,1,51.2,1.33,1.63,32.8,46.1,37.4,1.3,19.9,1618.49
59,44,19,SUV,7613,0,60.1,0.57,2.36,10.7,77.0,22.4,0.04,31.2,852.55
60,45,0,Sedan,15423,0,38.2,2.67,0.13,69.6,44.7,23.9,0.61,6.5,1535.24
71,52,9,Sedan,10100,1,37.6,2.41,0.0,4.9,85.0,23.6,1.07,23.2,1309.43
58,41,16,Sedan,8744,0,51.1,9.73,0.09,32.2,44.9,17.7,0.06,9.0,1378.08
26,8,16,SUV,9560,0,26.0,0.45,3.09,40.3,36.5,6.2,0.37,23.2,1623.95
41,25,16,Truck,6218,1,24.4,0.1,1.74,49.2,54.6,22.5,0.03,15.0,1550.58
54,37,3,SUV,12162,0,49.4,0.88,2.17,30.3,49.6,35.4,0.31,3.7,1439.75
66,47,16,SUV,8909,0,53.0,0.13,0.87,17.5,26.0,27.2,0.77,5.9,1100.24
58,43,17,Sedan,15145,1,49.0,0.29,0.9,59.9,76.8,31.5,0.18,11.4,1264.35
34,16,19,Truck,14560,0,43.8,1.36,0.43,16.6,50.6,28.1,0.13,14.1,1567.08
41,24,1,SUV,18753,0,38.5,1.35,2.22,4.8,68.9,18.2,0.14,2.4,1568.48
38,22,7,Truck,13465,0,64.1,0.07,2.12,23.8,13.6,27.0,0.78,8.6,1907.15
68,49,12,SUV,14083,0,65.6,0.88,0.6,13.3,64.8,22.3,1.82,7.4,1269.54
56,37,19,Truck,17600,0,46.3,1.13,0.48,34.2,49.9,16.5,0.13,3.2,1344.65
72,55,14,Hatchback,9489,1,36.8,0.47,1.61,23.4,74.1,32.4,0.04,19.6,1140.78
58,42,19,Hatchback,6047,1,32.9,3.08,0.03,10.7,23.5,14.6,0.07,22.1,1123.11
56,37,8,SUV,12800,1,50.2,0.26,2.36,32.0,53.4,19.7,0.49,11.0,1527.4
30,12,2,SUV,6309,0,30.3,0.44,0.71,20.4,46.2,42.7,0.56,32.3,1474.37
28,9,2,Sedan,21816,0,30.5,0.26,0.7,18.1,45.1,30.6,0.3,10.9,1629.4
63,47,1,Hatchback,17822,0,39.2,0.19,1.33,21.8,50.1,27.0,0.04,13.7,1247.92
36,21,0,SUV,20656,0,51.1,3.17,1.25,18.0,70.8,7.6,1.32,11.7,1900.42
28,13,13,Sedan,12250,0,62.6,0.49,0.37,4.1,54.2,24.1,1.33,26.6,1424.06
30,13,16,SUV,14202,0,48.0,1.92,3.44,37.4,4.4,15.7,0.25,7.0,1866.86
63,47,12,Sedan,10162,0,51.0,0.84,5.15,4.3,55.4,24.4,0.86,40.5,1390.11
62,43,18,SUV,15532,0,56.8,1.52,0.9,26.6,71.3,23.5,1.14,3.2,1159.46
18,0,14,SUV,7138,0,55.7,3.95,0.99,28.0,87.1,18.1,0.35,24.7,1865.57
57,42,13,Sedan,1828,0,38.4,2.79,0.97,8.6,86.0,34.4,0.46,7.9,808.31
61,46,1,Sedan,8837,0,55.5,0.11,0.8,7.7,37.6,32.6,0.66,20.7,1300.32
36,18,6,Hatchback,6178,0,57.4,2.8,3.48,32.2,81.3,16.0,1.11,47.8,1444.19
29,14,16,Truck,17912,0,48.7,0.9,0.34,40.7,44.2,37.6,0.05,19.3,1831.46
25,7,17,Sports,19263,0,46.6,0.65,0.14,24.1,52.9,15.8,0.03,3.1,1865.97
25,6,5,SUV,6388,1,52.2,1.67,3.18,49.6,77.2,38.3,0.56,10.1,1938.86
70,52,7,Truck,17167,0,50.9,4.5,0.29,19.7,62.1,23.3,0.02,1.2,1677.52
62,44,1,SUV,15806,0,22.6,0.15,1.66,42.7,62.6,21.8,0.06,2.2,1470.83
29,12,0,Sedan,5721,0,50.1,2.19,0.27,15.4,27.3,36.9,0.27,9.9,1479.27
65,50,15,Sedan,10439,0,59.1,0.34,3.87,13.9,50.3,23.7,0.1,18.8,1111.01
50,32,6,Sedan,9679,0,56.9,0.72,1.88,52.4,14.3,33.8,1.15,44.1,1721.23
62,43,10,Sedan,14992,0,49.5,3.11,3.01,21.3,89.9,14.6,0.2,12.5,1368.5
43,27,14,Hatchback,7085,0,46.8,1.18,3.62,19.8,83.9,25.2,0.43,56.8,1338.85
56,38,12,Sedan,11605,0,40.2,0.1,0.11,70.6,59.4,28.8,0.0,17.0,1258.83
45,30,1,SUV,9256,0,43.6,1.06,0.68,31.3,63.9,34.6,0.36,11.4,1211.98
22,5,13,SUV,13893,1,53.7,2.34,1.25,32.4,56.2,30.7,0.83,15.2,2243.17
25,6,5,Sedan,11133,0,49.6,1.13,1.95,2.0,44.7,25.4,1.73,27.0,1873.78
42,25,8,SUV,9859,0,55.8,0.27,0.33,17.7,35.2,28.8,0.57,15.6,1429.44
44,28,6,Sedan,11147,0,38.8,0.88,2.95,19.2,62.1,19.2,0.11,13.3,1259.62
63,45,17,Truck,20144,0,58.0,3.87,0.3,15.3,26.8,29.8,0.23,24.6,2165.15
40,22,8,Sedan,10332,1,37.6,1.61,2.41,19.7,60.5,28.8,0.09,60.0,1615.3
47,32,3,SUV,7836,0,47.4,1.96,0.86,12.8,22.0,18.8,0.21,26.3,1572.69
62,44,8,Truck,14334,0,38.3,2.31,0.87,52.2,68.1,26.0,0.41,13.0,1398.3
64,45,3,Sports,11426,0,43.8,0.14,0.56,45.6,34.0,31.2,0.33,15.8,1823.83
40,24,11,Sports,6339,0,69.4,1.31,0.13,37.7,43.8,44.6,1.03,23.2,1806.4
66,49,3,SUV,20926,0,51.1,0.71,0.51,47.4,57.3,34.5,0.11,10.2,1743.77
64,48,19,SUV,10590,1,47.7,0.22,0.67,23.6,50.4,26.8,0.28,25.1,1340.42
37,19,13,SUV,10489,0,61.9,0.34,0.78,14.2,70.0,27.3,0.5,24.8,1396.23
35,18,6,Truck,12639,0,20.0,2.28,1.61,27.0,48.0,23.8,1.98,20.3,1656.64
35,20,12,Sports,18920,1,43.1,0.26,0.52,44.1,57.0,25.9,0.12,16.1,2377.84
19,3,7,Sedan,5281,0,39.0,0.56,0.63,45.5,60.4,31.2,0.9,12.7,1766.67
21,4,4,SUV,13104,1,34.7,0.5,2.84,52.9,42.3,31.0,0.48,27.3,2248.24
47,30,11,Truck,20349,0,26.7,0.07,1.68,44.2,45.2,24.3,0.07,38.5,1767.07
50,33,12,SUV,12515,1,42.4,0.93,0.03,21.8,63.3,16.2,0.77,7.1,1549.11
53,34,19,Sedan,7059,3,53.3,2.18,2.01,39.2,63.2,23.3,0.1,3.1,1298.53
35,19,13,SUV,9526,0,43.2,0.03,5.52,30.1,21.3,18.3,0.6,3.4,1755.81
54,37,17,SUV,12828,0,54.6,0.18,3.37,17.8,64.9,15.3,0.14,32.7,1470.86
36,20,19,Hatchback,17323,0,45.9,1.91,2.17,59.6,63.1,29.9,0.32,15.8,1564.72
64,47,3,SUV,10643,0,59.0,1.35,1.19,10.3,78.2,27.8,0.76,8.9,1350.65
45,30,17,Sedan,15307,0,39.0,1.88,0.39,10.6,44.9,17.6,0.5,14.5,1313.39
57,42,6,Sedan,6259,2,22.5,0.39,1.28,42.5,34.0,22.4,0.67,14.1,1325.14
37,22,14,Sedan,6225,0,26.0,2.44,1.43,26.7,65.6,27.5,0.81,14.4,1079.02
66,48,5,SUV,10069,0,39.0,0.98,0.4,37.6,50.2,27.1,0.02,27.3,1058.51
50,33,15,SUV,17752,0,34.4,1.41,0.35,28.1,43.1,28.5,0.33,45.9,1732.37
29,11,19,Sedan,12275,0,37.9,0.15,0.61,47.4,47.9,18.9,2.12,4.7,1228.53
68,52,7,Truck,13159,1,58.7,0.34,1.23,12.5,34.0,27.9,0.79,37.2,1838.64
32,14,15,Truck,13112,0,27.0,2.23,0.42,9.5,57.2,24.6,0.23,21.0,1490.22
58,42,15,Sedan,16437,0,63.1,0.38,0.97,14.2,74.8,31.2,0.17,13.7,1002.51
56,40,2,Sedan,9559,0,35.3,0.15,2.75,23.4,71.0,33.6,0.61,36.9,1209.25
19,3,16,Hatchback,14753,0,30.1,1.36,0.42,7.0,48.0,49.2,0.07,2.6,1532.57
46,28,8,SUV,8676,0,43.3,1.19,4.06,24.8,53.7,35.5,1.07,2.5,1548.12
58,41,2,Truck,19933,1,63.0,1.4,0.77,19.4,84.5,26.0,0.04,10.5,1597.59
27,9,19,SUV,8798,1,36.5,1.44,0.13,16.9,66.9,24.7,0.41,44.7,1633.83
19,2,6,Truck,8470,0,37.8,1.04,0.07,40.9,28.1,17.5,0.94,11.8,1763.37
68,51,17,Truck,14199,0,38.6,1.02,0.5,20.9,38.1,17.7,0.64,4.2,1096.03
28,12,11,Truck,12319,0,58.8,3.87,0.36,9.6,16.7,27.2,0.33,26.5,1653.04
30,12,18,Sports,13307,0,39.6,1.14,2.23,20.7,83.9,27.4,0.13,58.1,2183.97
27,10,15,Hatchback,12909,0,50.4,1.44,1.61,20.7,65.9,46.4,0.46,13.1,1425.36
31,16,16,SUV,7638,0,46.4,0.47,2.59,21.7,41.6,19.2,1.7,13.0,1370.69
35,18,19,Sedan,18453,0,43.7,3.07,1.07,20.0,33.4,18.3,0.05,14.4,1092.23
68,53,14,SUV,15574,0,39.0,0.04,0.69,18.7,57.4,27.0,0.02,26.2,1189.5
71,53,0,Truck,17436,0,68.6,1.22,0.38,55.5,14.9,21.0,0.27,2.6,1986.69
26,8,1,Truck,9887,0,78.5,0.73,1.05,43.4,25.6,28.1,0.45,15.3,1969.62
74,55,7,Sedan,13666,0,34.4,1.39,1.15,10.9,53.8,21.2,0.22,12.0,941.3
56,39,1,Sedan,12789,0,32.1,0.67,0.6,16.0,39.5,22.7,0.63,9.0,1342.98
45,26,18,Truck,16512,0,45.5,1.9,3.31,13.4,50.9,28.4,0.37,21.5,1909.63
20,3,8,Sedan,16641,0,20.0,0.03,1.23,73.4,70.0,20.5,0.21,26.4,1632.09
37,20,8,SUV,12772,0,45.6,0.78,2.18,12.3,63.9,22.1,0.79,3.9,1493.57
23,7,12,Truck,5928,0,69.1,2.67,1.16,54.9,65.6,29.2,0.05,25.1,1903.65
44,28,5,SUV,19119,0,37.8,0.43,0.46,38.6,62.2,25.4,0.02,3.3,1467.68
70,53,14,Sedan,14224,1,58.0,0.08,1.6,17.3,36.2,19.9,0.03,36.0,1416.51
19,4,18,Sedan,9566,0,62.6,1.03,0.31,18.5,25.7,21.1,0.84,25.3,1467.58
46,30,14,Sedan,13626,0,34.7,5.63,1.09,9.9,36.0,33.3,0.8,22.8,1414.49
55,38,17,Sedan,5956,0,47.1,0.1,0.62,6.0,46.7,27.5,0.89,1.9,702.9
20,1,6,SUV,16221,0,49.2,0.11,0.19,33.6,19.3,22.1,0.17,46.1,2050.99
33,18,10,SUV,6115,1,53.7,1.36,0.64,44.4,12.2,31.9,0.34,3.2,1687.08
47,29,7,Sedan,11117,0,54.6,0.43,0.45,61.1,63.5,28.5,0.19,8.4,1501.8
57,40,5,Sedan,12978,0,58.5,0.79,0.14,40.1,48.2,35.8,0.44,33.0,1468.78
19,2,7,Sedan,16155,1,35.6,2.66,2.08,8.7,53.3,32.1,0.93,32.5,1994.43
34,19,1,Hatchback,12426,0,47.1,0.33,0.83,86.0,52.3,34.3,0.01,48.3,1575.97
58,42,18,SUV,14540,0,62.8,1.91,0.51,37.4,68.1,22.3,0.42,30.4,1645.07
29,13,15,Sports,11887,0,64.1,1.05,0.84,17.6,34.8,17.9,0.11,29.3,2207.01
52,36,6,Sports,11871,0,47.7,3.53,1.69,27.0,22.7,31.2,1.02,13.6,1900.55
60,42,9,SUV,12342,0,38.6,5.42,0.02,11.0,14.0,31.3,1.57,17.9,1500.85
18,3,11,Truck,11244,0,57.4,1.0,0.95,42.0,34.9,24.2,0.88,18.2,2083.88
72,55,16,Sedan,5254,0,51.4,1.32,0.78,45.9,47.1,16.7,0.02,19.0,1217.4
62,46,6,Truck,8927,0,51.2,2.05,2.68,50.4,12.6,27.5,0.18,15.1,1678.03
32,16,7,Sedan,12979,0,54.3,0.58,0.97,23.3,66.8,28.1,0.13,28.3,1433.45
43,24,6,Sports,11004,0,33.6,0.39,0.18,47.5,43.7,14.1,0.88,27.8,1918.36
54,35,3,Sedan,11377,0,55.2,5.02,0.59,35.5,45.4,28.0,0.01,10.4,1624.04
38,21,2,Truck,10707,0,46.9,0.85,1.16,21.5,45.5,34.2,1.28,4.8,1553.67
66,49,18,Sedan,8546,0,58.7,0.0,0.06,26.2,30.3,14.5,0.44,13.7,863.35
48,33,14,Sports,10028,0,45.2,2.73,2.59,49.6,43.2,29.2,0.68,6.2,1990.37
42,27,3,Sedan,10773,1,52.0,1.37,0.08,50.0,89.1,35.5,0.3,16.3,1466.17
40,22,8,Truck,12021,0,50.5,0.28,0.04,27.0,49.4,36.0,0.61,12.4,1565.61
41,23,12,SUV,13574,0,38.4,0.05,0.0,35.5,19.2,10.0,0.2,9.8,1477.44
74,55,17,SUV,11278,0,34.2,0.52,1.38,44.6,45.2,33.7,0.54,16.5,1196.42
55,38,15,SUV,7881,0,54.7,3.94,0.73,12.8,54.6,22.5,0.28,8.0,1207.84
45,26,0,Hatchback,6408,0,34.7,4.07,0.13,19.0,50.6,21.6,1.34,23.4,1240.25
38,19,3,Sedan,22390,0,41.0,0.56,2.33,17.1,30.8,45.1,1.33,13.4,1920.17
71,54,17,Hatchback,7481,0,40.6,2.71,0.27,37.8,68.6,26.8,0.42,22.3,1108.89
60,42,7,SUV,9925,0,49.4,0.87,0.47,44.6,52.8,21.9,0.74,23.6,1392.34
35,18,19,Sports,14068,0,53.1,1.59,0.23,20.6,66.0,31.4,0.68,11.3,1683.7
53,37,15,SUV,13443,0,26.3,0.61,3.14,25.6,36.7,38.5,0.61,12.3,1305.75
52,36,10,SUV,14083,0,36.3,1.09,1.7,6.9,51.4,26.4,1.83,24.5,1513.75
62,46,19,Sports,10229,1,35.7,0.52,1.54,48.3,37.7,20.7,1.05,59.6,1814.2
72,55,18,SUV,12954,0,42.3,0.09,0.05,12.1,51.7,25.7,0.68,26.6,909.55
26,8,18,SUV,12245,1,21.1,0.23,0.89,15.4,17.8,33.7,0.04,8.7,1426.62
70,52,17,Sedan,10751,0,58.6,0.52,1.03,7.7,61.3,22.5,0.22,2.9,1070.2
55,40,18,Sedan,12982,0,45.7,5.61,0.58,31.6,65.3,33.7,0.21,12.2,1273.7
47,28,10,SUV,16221,0,43.4,5.06,0.47,60.0,37.0,23.9,0.36,1.5,1517.58
61,45,2,Truck,11911,0,54.1,2.64,2.29,22.5,53.7,10.2,0.97,10.6,1647.83
51,35,7,SUV,11938,0,51.2,0.4,0.03,25.8,43.3,37.2,0.56,15.4,1541.16
49,30,19,Sedan,16273,0,51.1,0.87,1.18,51.0,70.5,27.7,0.74,7.2,1349.55
20,3,18,SUV,15845,0,44.8,0.87,0.6,5.1,36.1,33.4,0.02,9.0,1501.03
20,3,9,SUV,18336,1,46.3,0.73,1.32,30.8,38.9,27.4,0.03,2.6,1934.85
45,27,15,SUV,4975,0,55.1,0.07,0.26,27.3,29.4,25.3,1.32,46.2,1339.79
61,46,4,Sports,15620,0,51.4,1.15,0.33,52.0,19.8,30.9,0.12,28.1,2329.94
32,14,19,Truck,14406,0,65.7,0.11,1.06,55.3,51.0,23.8,0.79,47.7,1875.09
58,41,8,Sedan,8457,0,46.7,2.43,4.69,17.1,28.9,39.5,0.4,35.5,1507.57
40,21,7,Sports,13006,0,52.8,1.76,4.41,41.6,65.8,24.8,0.22,11.2,2092.3
57,39,10,SUV,16204,0,43.5,0.65,0.34,11.5,54.4,39.5,0.72,19.5,1488.27
28,12,15,Truck,8683,1,48.9,1.56,0.13,32.6,59.3,29.8,1.67,19.2,1866.93
65,49,6,Sedan,13770,0,49.5,0.4,1.07,41.2,46.6,6.0,0.15,41.1,1223.82
49,30,14,Truck,15485,0,39.7,0.46,0.65,19.6,71.3,17.1,0.22,23.0,1630.22
74,55,19,Sedan,7716,0,37.2,0.57,1.72,45.8,77.4,31.8,0.17,22.5,889.38
71,55,16,SUV,11431,1,52.7,2.39,0.9,18.8,49.0,17.7,0.52,27.9,1579.62
53,37,5,Sedan,13204,0,50.5,0.35,0.86,33.1,53.3,14.1,0.64,5.8,1154.48
50,35,14,Sedan,8815,0,62.6,1.24,1.25,38.2,39.7,35.3,0.33,20.3,1257.79
41,23,7,Sedan,8483,0,45.1,0.34,0.16,27.8,23.1,12.3,0.12,20.8,1029.04
56,39,6,Sedan,11460,2,33.1,0.5,1.36,20.8,62.4,31.2,0.19,20.6,1411.77
51,33,1,Sedan,15207,0,45.1,0.4,0.8,25.3,69.8,22.1,0.69,13.3,1367.46
73,55,12,Truck,14575,0,54.2,1.55,2.06,31.4,79.3,30.6,1.08,43.6,1643.43
45,29,5,Sedan,8554,0,20.0,1.12,0.18,23.1,58.7,27.1,0.35,19.6,1184.55
54,39,4,SUV,14609,0,44.9,1.92,0.43,43.2,59.9,8.4,0.14,16.0,1464.62
24,6,19,Sedan,8656,0,53.0,0.37,3.6,19.0,57.8,22.5,0.55,60.0,1506.91
21,5,0,Hatchback,5559,0,47.8,0.01,0.97,17.6,48.9,23.0,0.51,5.4,1247.58
54,37,17,Hatchback,10531,0,40.7,1.71,3.18,18.6,24.9,28.3,1.2,19.5,1254.16
73,55,14,Sedan,16492,0,30.6,0.18,1.4,73.6,61.1,27.5,0.17,0.3,1242.34
18,0,9,SUV,14624,0,44.9,0.42,3.13,6.7,52.4,23.0,0.85,7.8,1823.13
18,2,2,Sedan,11994,0,30.3,0.55,0.46,11.4,65.4,15.9,0.56,29.9,1672.24
64,46,4,Hatchback,10333,0,53.1,2.06,0.11,41.9,60.4,28.8,0.92,37.1,1215.26
37,22,12,SUV,10441,0,45.7,1.47,1.94,17.3,35.9,32.0,0.05,12.4,1402.09
36,21,7,Sedan,12435,1,62.9,0.31,1.96,9.6,20.1,27.6,0.88,2.3,1503.19
46,30,1,Sedan,7726,0,21.6,1.37,1.16,2.4,70.0,23.2,0.32,8.6,890.29
27,10,8,Sedan,10608,0,40.9,1.85,1.04,33.4,24.4,22.0,0.74,20.4,1517.73
35,19,16,SUV,11138,0,53.8,0.74,2.96,37.1,53.1,17.7,0.14,16.9,1648.31
45,30,17,Truck,6596,0,58.7,0.42,0.23,16.0,57.1,27.0,0.21,48.0,1226.08
52,33,12,SUV,8646,0,54.3,1.7,1.15,22.2,49.4,26.5,0.27,36.6,1777.84
60,41,0,SUV,13642,0,33.6,1.42,0.06,45.7,53.5,31.7,0.4,57.0,1572.43
64,46,11,Sedan,12038,1,39.2,0.12,0.18,23.7,31.8,20.0,0.36,9.4,1242.23
48,30,19,Sedan,10765,0,20.0,1.65,0.69,13.2,88.0,26.0,0.13,0.9,1010.21
44,25,19,Sedan,8354,0,45.5,1.01,2.07,40.9,49.8,14.5,1.17,17.2,1566.05
28,13,4,Sports,18307,0,59.0,2.1,1.59,56.3,13.8,22.3,1.45,33.4,2935.11
66,48,7,Sedan,8648,0,45.1,0.32,4.38,3.1,55.8,20.5,0.14,11.7,1129.15
66,50,14,SUV,13006,0,51.9,0.45,0.06,17.2,35.4,33.5,0.25,16.3,1156.94
55,39,2,Sedan,10049,0,51.6,1.18,0.58,23.2,29.6,38.7,0.82,12.9,1410.88
22,7,5,Sedan,12145,1,41.2,0.99,0.21,6.3,87.5,15.6,0.76,57.0,1807.02
25,7,12,SUV,13830,1,20.0,0.73,0.05,27.9,53.8,32.3,1.82,7.5,1743.0
51,35,11,SUV,6519,0,61.1,2.06,0.37,26.2,13.0,30.4,1.47,10.8,1465.23
65,47,18,SUV,11974,0,50.2,1.25,0.34,24.7,32.6,20.6,1.04,26.5,1302.48
69,51,17,SUV,16763,0,30.0,1.86,0.65,36.7,50.9,19.0,0.44,10.1,1295.42
73,55,0,SUV,19046,0,49.5,0.25,0.18,13.2,56.0,18.9,0.21,23.8,1276.56
29,10,6,Sedan,11480,1,47.4,1.96,0.8,29.9,56.7,22.0,0.37,6.1,1736.03
55,39,11,SUV,12167,1,60.7,0.93,3.03,18.5,13.6,22.1,0.74,9.8,1731.14
18,3,9,Truck,20845,0,50.7,0.05,1.65,20.5,17.1,23.8,0.06,23.6,1998.38
48,31,11,Sedan,16540,0,50.7,0.4,2.22,47.1,75.1,20.9,0.61,11.4,1516.16
21,5,10,SUV,9531,0,47.4,0.04,1.96,48.8,29.4,31.4,1.13,11.6,1888.97
66,48,3,Sedan,9524,1,35.8,0.92,0.59,20.8,64.3,29.1,0.12,10.8,1027.54
62,44,18,Sedan,15826,0,53.1,0.59,1.48,66.5,39.0,23.6,0.83,9.2,1441.93
67,51,5,SUV,7956,0,44.7,6.57,1.68,22.2,49.6,20.7,1.11,14.3,1485.74
22,5,8,Sports,16351,0,33.6,3.04,0.28,10.7,78.1,20.5,0.03,16.1,2043.11
47,31,19,Sports,13337,2,37.1,2.62,2.36,40.7,28.2,28.5,1.58,8.4,2473.36
73,55,9,Sedan,14071,0,31.4,1.04,0.73,46.1,50.4,25.4,0.35,22.8,1180.49
41,24,4,SUV,10973,0,57.7,2.47,0.02,38.0,33.5,26.6,0.31,33.2,1700.22
20,5,12,SUV,9481,0,68.7,0.47,1.24,24.4,59.7,31.9,0.46,5.4,1733.64
28,10,8,Sedan,17848,1,58.9,1.23,1.36,30.6,86.8,24.6,0.12,44.5,1777.63
62,44,1,Truck,11013,0,49.5,0.75,0.96,34.9,22.8,36.0,0.54,10.6,1460.39
21,4,17,Truck,10356,0,44.2,0.28,0.29,8.2,56.2,9.0,0.83,5.6,1191.56
43,25,0,Hatchback,11679,0,41.5,0.11,0.79,2.5,64.0,14.5,0.19,16.7,986.45
